game_id,team_id,player_id,first_name,last_name,jersey_number,position,role
186402,1387,48637,Adin,Hill,33,G,
186401,1383,56701,Tristan,Jarry,35,G,
186401,1383,54611,Jake,Walman,96,D,
186401,1383,53414,Ty,Emberson,49,D,
186401,1383,45846,Evan,Bouchard,2,D,
186401,1383,53410,Mattias,Ekholm,14,D,
186401,1383,53423,Connor,Murphy,5,D,
186401,1383,54567,Spencer,Stastney,24,D,
186401,1383,56703,Vincent,Desharnais,73,D,
186401,1383,53418,Owen,Michaels,27,F,
186401,1383,53403,Adam,Henrique,19,F,
186401,1383,53416,Curtis,Lazar,20,F,
186401,1383,52339,Colton,Dach,34,F,
186401,1383,53409,Mattias,Janmark,13,F,
186401,1383,56700,Max,Jones,46,F,
186401,1383,53419,Ryan,Nugent-Hopkins,93,F,
186401,1383,53402,Trent,Frederic,10,F,
186401,1383,53107,Leon,Draisaitl,29,F,
186401,1383,54616,Zach,Hyman,18,F,
186401,1383,58172,Josh,Brown,4,D,
186401,1383,53422,Matt,Savoie,22,F,
186401,1383,52348,Jason,Dickinson,16,F,
186401,1383,54003,Connor,Ingram,39,G,
186401,1386,58167,John,Gibson,36,G,
186401,1386,58176,Patrick,Kane,88,F,
186401,1386,44955,Jacob,Bernard-Docker,25,D,
186401,1386,58162,Justin,Faulk,72,D,
186401,1386,58163,Travis,Hamonic,52,D,
186401,1386,56747,Andrew,Copp,18,F,
186401,1386,58148,Emmitt,Finnie,58,F,
186401,1386,58149,Marco,Kasper,92,F,
186401,1386,58151,Dylan,Larkin,71,F,
186401,1386,58152,Michael,Rasmussen,27,F,
186401,1386,58153,J.T.,Compher,37,F,
186401,1386,58154,Carter,Mazur,34,F,
186401,1386,58156,Lucas,Raymond,23,F,
186401,1386,56743,Ben,Chiarot,8,D,
186401,1386,58165,Albert,Johansson,20,D,
186401,1386,58157,James,van Riemsdyk,21,F,
186401,1386,58158,Austin,Watson,24,F,
186401,1386,58166,Moritz,Seider,53,D,
186401,1386,58159,Alex,DeBrincat,93,F,
186401,1386,58169,Cam,Talbot,39,G,
186400,1381,47432,Ben,Kraws,32,G,
186400,1381,48417,Jake,Oettinger,29,G,
186400,1381,47445,Esa,Lindell,23,D,
186400,1381,47441,Kyle,Capobianco,20,D,
186400,1381,47444,Miro,Heiskanen,4,D,
186400,1381,48423,Jani,Hakanpaa,2,D,
186400,1381,48418,Radek,Faksa,12,F,
186400,1381,47437,Oskar,Back,10,F,
186400,1381,47457,Tyler,Myers,57,D,
186400,1381,47446,Nils,Lundkvist,5,D,
186400,1381,48426,Michael,Bunting,58,F,
186400,1381,47434,Sam,Steel,18,F,
186400,1381,54673,Nathan,Bastian,11,F,
186400,1381,47425,Matt,Duchene,95,F,
